Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
10210734737;1-1:1.29.0;15.04.2025 00:15;16.04.2025 00:00;V;Vorläufiger Wert
10210734737;1-1:1.29.0;17.04.2025 00:15;19.04.2025 00:00;V;Vorläufiger Wert
