Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
50438465392;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
50438544550;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
50438544568;1-1:2.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
