Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
51555076111;1-1:2.29.0;19.04.2025 02:00;20.04.2025 00:00;V;Vorläufiger Wert
51555076111;1-1:2.29.0;20.04.2025 00:30;21.04.2025 00:00;V;Vorläufiger Wert
