Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
51540708943;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
51540886947;1-0:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
