Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
50438469998;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;F;Fehlender Wert
50438553642;1-1:1.29.0;18.04.2025 00:15;19.04.2025 00:00;V;Vorläufiger Wert
