Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
10181724974;1-1:1.29.0;17.04.2025 00:15;18.04.2025 00:00;V;Vorläufiger Wert
10181726186;1-1:1.29.0;17.04.2025 00:15;18.04.2025 00:00;V;Vorläufiger Wert
10181729966;1-1:1.29.0;17.04.2025 00:15;18.04.2025 00:00;V;Vorläufiger Wert
