Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
10221452005;1-0:1.29.0;14.04.2025 00:15;21.04.2025 00:00;F;Fehlender Wert
10221604101;1-0:1.29.0;14.04.2025 00:15;21.04.2025 00:00;F;Fehlender Wert
10221609648;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
