Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
10181508336;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
10181712713;1-1:1.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
