Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
DE0006712288001000000000005051335;1-1:2.29.0;20.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
10210511094;1-0:1.29.0;14.04.2025 00:15;21.04.2025 00:00;F;Fehlender Wert
10210737062;1-0:1.29.0;14.04.2025 00:15;21.04.2025 00:00;F;Fehlender Wert
10210865219;1-1:2.29.0;14.04.2025 00:15;21.04.2025 00:00;V;Vorläufiger Wert
