Meldepunkt;OBIS-Kennzahl;Lücke von;Lücke bis;Status der Lücke;Erläuterung
10181484619;1-0:1.29.0;17.04.2025 00:15;17.04.2025 17:15;W;Wahrer Wert - Unplausibel
10181484619;1-0:1.29.0;17.04.2025 17:30;17.04.2025 17:45;V;Vorläufiger Wert
10181484619;1-0:1.29.0;17.04.2025 18:00;18.04.2025 00:00;W;Wahrer Wert - Unplausibel
